Invoice_Number__c,Invoice_Plant__c,Invoice_Customer_Code__c,Invoice_Customer_Name__c,Invoice_Sales_Org__c,Invoice_Division__c,Invoice_Sales_Group__c,Invoice_Sales_Office__c,Customer_Group__c,Invoice_District__c,Invoice_City__c,Invoice_Date__c,SO_Customer_Ref__c,SO_Customer_Ref_Date__c,Sales_Order_Number__c,Quotation_Number__c,City_Code_Diag__c
9200036688,3300,3020000661,EMTECH,3000,30,Z01,1000,5,3000,Karachi,2022-10-25,Email approval attached,2022-10-25,3300001061,,KHI
9200036689,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2022-10-25,13872,2022-10-19,3000032281,2900018633,QTA
9200036690,3200,3020000455,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2022-10-25,CC/22/643,2022-10-24,3000032368,2900018696,KHI
9200036691,3200,3020000160,Prof. Masood Hameed Diagnositc And,3000,30,Z01,1000,10,3000,Karachi,2022-10-25,MEDIC-29.09.2022,2022-09-29,3000031925,2900018394,KHI
9200036692,3200,3020001339,The Lab Medical Laboratory,3000,30,Z10,3000,10,1000,Peshawar,2022-10-25,01,2022-10-10,3000032179,2900018577,PWR
9200036693,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-25,CDI013,2022-10-11,3000032370,2900018700,PWR
9200036694,3200,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2022-10-25,1040,2022-10-10,3000032135,2900018527,RWP
9200036695,3200,3020000842,Islamabad Diagnostic Centre (Pvt) L,3000,30,Z09,3000,10,1000,Islamabad,2022-10-25,20102022,2022-10-20,3300001062,,RWP
9200036700,3300,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2022-10-25,1036,2022-09-29,3000032396,2900018715,RWP
9200036701,3300,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2022-10-25,1035,2022-09-20,3000032400,2900018717,RWP
9200036710,3300,3020001237,Siddique Sadiq Memorial trust,3000,30,Z08,2000,6,2000,Gujranwala,2022-10-25,2892,2022-10-14,3000032305,2900018663,GRW
9200036711,3300,3020001237,Siddique Sadiq Memorial trust,3000,30,Z08,2000,6,2000,Gujranwala,2022-10-25,2893,2022-10-14,3000032300,2900018664,GRW
2800001739,3200,3020001630,Biocare Laboratories,3000,30,Z07,2000,10,2000,Lahore,2022-10-26,Due to wrong order (92-36014),,4300000569,9200036014,LHR
9200036715,3200,3020001338,BioMax International,3000,30,Z06,2000,5,2000,Faisalabad,2022-10-26,10-23,2022-10-21,3000032353,,FSD
9200036716,3200,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-26,BD-33/20,2022-10-20,3000032341,,GRW
9200036717,3200,3020001237,Siddique Sadiq Memorial trust,3000,30,Z08,2000,6,2000,Gujranwala,2022-10-26,2894,2022-10-14,3000032308,,GRW
9200036720,3300,3020001339,The Lab Medical Laboratory,3000,30,Z10,3000,10,1000,Peshawar,2022-10-26,01,2022-10-10,3300001063,,PWR
9200036721,3300,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2022-10-26,1039,2022-10-10,3300001038,,RWP
9200036722,3300,3020000842,Islamabad Diagnostic Centre (Pvt) L,3000,30,Z09,3000,10,1000,Islamabad,2022-10-26,20102022,2022-10-20,3300001062,,RWP
9200036726,3300,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-26,CDI013,2022-10-11,3000032370,2900018700,PWR
9200036727,3300,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2022-10-26,17338,2022-09-29,3000031938,,LHR
9200036728,3300,3020000494,Global Lab Solution,3000,30,Z05,5000,5,2000,Rahim Yar Khan,2022-10-26,GLS/107,2022-10-11,3000032155,,MLT
9200036729,3300,3020000717,Fair Diagnostics & Science,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-26,FDS/1007-22,2022-10-10,3000032335,2900018671,RWP
9200036730,3300,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-26,BD-33/20,2022-10-20,3000032341,,GRW
9200036731,3300,3020000692,Patients Welfare Foundation,3000,30,Z01,1000,6,3000,Karachi,2022-10-26,Email approval attached,2022-10-26,3300001066,,KHI
9200036736,3300,3020001579,Akber Trading Company,3000,30,Z07,2000,5,2000,Lahore,2022-10-26,ATC/(1ST&2ND)22-23,2022-08-17,3000032063,2900017922,LHR
9200036740,3200,3020001502,SKI Technologies,3000,30,Z07,2000,5,2000,Lahore,2022-10-27,27,2022-08-10,3000031252,,LHR
9200036741,3200,3020001648,Pak Red Crescent Teaching Hospital,3000,30,Z07,2000,6,2000,Kasur,2022-10-27,1088,2022-09-23,3000032102,,LHR
9200036742,3200,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-10-27,1119,2022-10-24,3000032367,,KHI
9200036743,3200,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2022-10-27,AMS-1575-22,2022-10-24,3000032380,,MLT
9200036744,3200,3020001361,Amir Scientific Store,3000,30,Z05,5000,5,2000,Multan,2022-10-27,AMS-1577-22,2022-10-24,3000032381,,MLT
9200036745,3200,3020000455,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2022-10-27,CC/22/647,2022-10-24,3000032395,2900018726,KHI
9200036746,3200,3020001173,Royal Medical Company,3000,30,Z07,2000,5,2000,Lahore,2022-10-27,1412,2022-09-08,3000031550,,LHR
9200036747,3200,3020000717,Fair Diagnostics & Science,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-27,FDS/1007-22,2022-10-10,3000032335,2900018671,RWP
9200036748,3200,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-27,363,2022-10-18,3000032406,2900018737,GRW
9200036749,3200,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-27,363,2022-10-18,3000032406,2900018737,GRW
9200036750,3200,3020001246,Biomed Services,3000,30,Z07,2000,5,2000,Lahore,2022-10-27,2900018734,2022-10-25,3000032418,2900018734,LHR
9200036751,3300,3020001579,Akber Trading Company,3000,30,Z07,2000,5,2000,Lahore,2022-10-27,ATC/(1ST&2ND)22-23,2022-08-17,3000032428,2900017922,LHR
9200036752,3300,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-27,363,2022-10-18,3000032406,2900018737,GRW
9200036753,3300,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2022-10-27,AMS-1575-22,2022-10-24,3000032380,,MLT
9200036754,3300,3020001361,Amir Scientific Store,3000,30,Z05,5000,5,2000,Multan,2022-10-27,AMS-1577-22,2022-10-24,3000032381,,MLT
9200036756,3300,3020000262,Chempure,3000,30,Z07,2000,5,2000,Lahore,2022-10-27,866,2022-10-26,3000032427,,LHR
9200036765,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2022-10-27,Email approval attached,2022-10-27,3300001068,,QTA
9200036769,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-10-27,1119,2022-10-24,3000032367,,KHI
9200036770,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-10-27,1118,2022-10-24,3000032371,2900018684,KHI
9200036772,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-10-27,0193-10,2022-10-24,3000032366,2900018686,KHI
9200036774,3300,3020001634,Al-Mairaj Traders,3000,30,Z04,4000,5,3000,Quetta,2022-10-27,AMT-89,2022-10-27,3000032458,2900018765,QTA
9200036775,3200,3020000262,Chempure,3000,30,Z07,2000,5,2000,Lahore,2022-10-27,866,2022-10-26,3000032427,,LHR
9200036777,3300,3020000589,Ali Hospital,3000,30,Z01,1000,6,3000,Larkana,2022-10-27,AH-24.10.2022,2022-10-25,3000032401,2900018713,SKR
9200036778,3300,3020000589,Ali Hospital,3000,30,Z01,1000,6,3000,Larkana,2022-10-27,AH-24.10.2022,2022-10-24,3000032379,2900018713,SKR
9200036780,3300,3020000455,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2022-10-27,CC/22/647,2022-10-24,3000032395,2900018726,KHI
9200036785,3300,3020000633,The Children Hospital & the Institu,3000,30,Z05,5000,6,2000,Multan,2022-10-27,264/CH&ICH,2022-08-17,3000032120,2900018520,MLT
9200036795,3300,3020001716,M.A Enterprises,3000,30,Z01,1000,5,3000,Nawab Shah,2022-10-28,MA0048,2022-10-28,3000032485,2900018687,SKR
9200036797,3300,3020000717,Fair Diagnostics & Science,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-28,FDS/1007-22,2022-10-10,3000032335,2900018671,RWP
9200036798,3200,3020000648,Resilient Enterprises (SMC-Private),3000,30,Z01,1000,5,3000,Karachi,2022-10-28,RE-24.10.2022,2022-10-24,3000032391,2900018720,KHI
9200036799,3200,3020000589,Ali Hospital,3000,30,Z01,1000,6,3000,Larkana,2022-10-28,AH-24.10.2022,2022-10-24,3000032379,2900018713,SKR
9200036801,3200,3020001502,SKI Technologies,3000,30,Z07,2000,5,2000,Lahore,2022-10-28,27,2022-08-10,3000032433,,LHR
9200036802,3200,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-28,18181,2022-09-20,3000032339,2900018689,RWP
9200036803,3200,3020000021,AWS Enterprises,3000,30,Z07,2000,5,2000,Lahore,2022-10-28,227,2022-10-27,3000032435,,LHR
9200036804,3200,3020001345,Advance Scientific,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-28,79,2022-10-26,3000032488,2900018771,GRW
9200036805,3200,3020001345,Advance Scientific,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-28,79,2022-10-26,3000032491,2900018752,GRW
9200036806,3200,3020001361,Amir Scientific Store,3000,30,Z05,5000,5,2000,Multan,2022-10-28,AMS-1585-22,2022-10-27,3000032486,2900018775,MLT
9200036815,3300,3020001345,Advance Scientific,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-28,79,2022-10-26,3000032491,2900018752,GRW
9200036816,3200,3020000166,Quaid-E-Azam Medical College,3000,30,Z05,5000,2,2000,Bahawalpur,2022-10-28,6635/QAMC/BVH,2022-06-08,3000032337,2900018679,MLT
9200036817,3300,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-28,18181,2022-09-20,3000032339,2900018689,RWP
9200036818,3300,3020001361,Amir Scientific Store,3000,30,Z05,5000,5,2000,Multan,2022-10-28,AMS-1585-22,2022-10-27,3000032486,2900018775,MLT
9200036826,3300,3020001785,Lab Path.Com,3000,30,Z03,1000,5,3000,Sukkur,2022-10-28,LP.com-19.10.2022,2022-10-20,3000032298,2900018649,SKR
9200036829,3300,3020001320,Vital Solution,3000,30,Z04,4000,5,3000,Quetta,2022-10-28,VS-75,2022-10-14,3000032211,2900018602,QTA
9200036830,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-28,CDI012,2022-10-11,3000032463,2900018699,PWR
9200036831,3300,3020000943,Valley Health Care Lab,3000,30,Z09,3000,10,1000,Abbottabad,2022-10-28,FOC,2022-10-28,3300001071,,RWP
9200036832,3300,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2022-10-28,FOC,2022-10-28,3300001072,,RWP
9200036835,3300,3020000363,Sami Pharmaceuticals (Pvt) Ltd.,3000,30,Z01,1000,7,3000,Karachi,2022-10-29,M/D-22/010,2022-10-14,3000032207,2900018500,KHI
9200036840,3300,3020001047,North Mehran Diagnostic Centre,3000,30,Z01,1000,10,3000,Karachi,2022-10-29,Lab-0012-2022,2022-10-28,3000032527,2900018462,KHI
9200036842,3200,3020000730,Fatima Memorial Hospital,3000,30,Z07,2000,6,2000,Lahore,2022-10-31,101220004467,2022-09-20,3000032310,,LHR
9200036843,3200,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,BD-32/26,2022-09-26,3000031884,,GRW
9200036844,3200,3020001460,Labex Services,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,13,2022-09-12,3000031792,,RWP
9200036845,3200,3020001572,Nova Diagnostica,3000,30,Z06,2000,5,2000,Sargodha,2022-10-31,NDK-067,2022-10-19,3000032292,,FSD
9200036846,3200,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2022-10-31,17330,2022-08-17,3000031890,,LHR
9200036847,3200,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2022-10-31,AMS-1560-22,2022-10-17,3000032248,2900018622,MLT
9200036848,3200,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,BD-33/20,2022-10-20,3000032341,,GRW
9200036849,3200,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2022-10-31,AMS-1575-22,2022-10-24,3000032380,,MLT
9200036850,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-31,CDI012,2022-10-11,3300001070,,PWR
9200036851,3200,3020001254,Spot Diagnostics,3000,30,Z08,2000,5,2000,Mandi Bahauddin,2022-10-31,02-OCT-22,2022-10-25,3000032431,,GRW
9200036852,3200,3020000472,Affan Medical Corporation,3000,30,Z06,2000,5,2000,Faisalabad,2022-10-31,11022,2022-10-26,3000032460,,FSD
9200036853,3200,3020000472,Affan Medical Corporation,3000,30,Z06,2000,5,2000,Faisalabad,2022-10-31,21022,2022-10-26,3000032475,,FSD
9200036854,3200,3020001669,Aria International Company,3000,30,Z10,3000,5,1000,Peshawar,2022-10-31,2667/AIC-09/22,2022-09-21,3000031802,,PWR
9200036855,3200,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,18183,2022-09-20,3000031824,,RWP
9200036856,3200,3020000936,Magma International,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,21.09.22,2022-09-21,3000031848,,RWP
9200036857,3200,3020001369,Asad Medical Corporation,3000,30,Z06,2000,5,2000,Faisalabad,2022-10-31,27922,2022-09-27,3000031920,2900018374,FSD
9200036858,3300,3020000470,Adnan Enterprises,3000,30,Z07,2000,5,2000,Sahiwal,2022-10-31,2900018624,2022-10-13,3000032259,2900018624,LHR
9200036859,3300,3020000470,Adnan Enterprises,3000,30,Z07,2000,5,2000,Sahiwal,2022-10-31,31102022,2022-10-31,3000032541,2900018809,LHR
9200036861,3300,3020000936,Magma International,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,02-10/22,2022-10-24,3000032384,,RWP
9200036863,3200,3020000470,Adnan Enterprises,3000,30,Z07,2000,5,2000,Sahiwal,2022-10-31,2900018624,2022-10-13,3000032259,2900018624,LHR
9200036864,3200,3020000936,Magma International,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,02-10/22,2022-10-24,3000032384,,RWP
9200036874,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-10-31,1121,2022-10-27,3000032457,2900018768,KHI
9200036886,3200,3020000717,Fair Diagnostics & Science,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,FDS/1008-22,2022-10-10,3000032548,2900018673,RWP
9200036887,3200,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,18185,2022-10-12,3000032235,2900018590,RWP
9200036888,3200,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,18185,2022-10-12,3300001078,,RWP
9200036889,3200,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,13102022,2022-10-13,3000032200,,RWP
9200036890,3200,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,13102022,2022-10-13,3000032234,,RWP
9200036891,3200,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,13102022,2022-10-13,3300001044,,RWP
9200036892,3200,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,12102022,2022-10-12,3000032201,,RWP
9200036893,3200,3020000470,Adnan Enterprises,3000,30,Z07,2000,5,2000,Sahiwal,2022-10-31,31102022,2022-10-31,3000032541,2900018809,LHR
9200036895,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-31,CDI012,2022-10-11,3000032378,2900018699,PWR
9200036896,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-31,CDI012,2022-10-11,3000032378,2900018699,PWR
9200036897,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-31,CDI12,2022-10-11,3300001080,,PWR
9200036898,3300,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,18185,2022-10-12,3000032235,2900018590,RWP
9200036899,3300,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,30092022,2022-09-30,3000031971,,RWP
9200036900,3300,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,E-mail,2022-10-21,3000032347,,RWP
9200036901,3300,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,12102022,2022-10-12,3000032201,,RWP
9200036902,3300,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-10-31,13102022,2022-10-13,3000032200,,RWP
9200036904,3300,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-10-31,CDI011,2022-10-11,3000032377,2900018698,PWR
9200036905,3300,3020001785,Lab Path.Com,3000,30,Z03,1000,5,3000,Sukkur,2022-10-31,LP.com-31.10.2022,2022-10-31,3000032559,2900018803,SKR
9200036923,3200,3020000506,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,362,2022-10-17,3000032352,2900018677,GRW
9200036924,3200,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,362,2022-10-17,3000032563,,GRW
9200036925,3200,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,362,2022-10-17,3000032563,,GRW
9200036926,3200,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,362,2022-10-17,3300001081,,GRW
9200036929,3300,3020000363,Sami Pharmaceuticals (Pvt) Ltd.,3000,30,Z01,1000,7,3000,Karachi,2022-10-31,M/D-22/011,2022-10-28,3000032530,2900018801,KHI
9200036930,3300,3020000506,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,6554/MS,2022-07-27,3000032436,,GRW
9200036931,3300,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2022-10-31,362,2022-10-17,3300001081,,GRW
9200036932,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2022-10-31,JB-31.10.2022,2022-10-31,3000032564,2900018823,QTA
9200036952,3300,3020000160,Prof. Masood Hameed Diagnositc And,3000,30,Z01,1000,10,3000,Karachi,2022-11-01,MEDIC-31.10.2022,2022-11-01,3000032571,2900018819,KHI
9200036953,3200,3020001353,Al-Khidmat Foundation Pakistan,3000,30,Z07,2000,10,2000,Lahore,2022-11-01,AKFP-D-729,2022-10-12,3000032382,,LHR
9200036954,3200,3020001353,Al-Khidmat Foundation Pakistan,3000,30,Z07,2000,10,2000,Lahore,2022-11-01,AKFP-D-729,2022-10-12,3300001060,,LHR
9200036955,3200,3020001502,SKI Technologies,3000,30,Z07,2000,5,2000,Lahore,2022-11-01,27,2022-08-10,3000031252,,LHR
9200036956,3200,3020001353,Al-Khidmat Foundation Pakistan,3000,30,Z07,2000,10,2000,Lahore,2022-11-01,AKFP-D-732,2022-10-13,3000032383,,LHR
9200036957,3200,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2022-11-01,17342,2022-10-15,3000032221,,LHR
9200036958,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-11-01,CDI013,2022-10-11,3000032370,2900018700,PWR
9200036959,3200,3020000160,Prof. Masood Hameed Diagnositc And,3000,30,Z01,1000,10,3000,Karachi,2022-11-01,MEDIC-31.10.2022,2022-11-01,3000032571,2900018819,KHI
9200036960,3300,3020000978,I Labs Trade & Technologies,3000,30,Z01,1000,5,3000,Karachi,2022-11-02,670000031,2022-10-18,3000032252,2900018612,KHI
9200036961,3300,3020000978,I Labs Trade & Technologies,3000,30,Z01,1000,5,3000,Karachi,2022-11-02,670000031,2022-10-31,3000032543,2900018612,KHI
9200036962,3300,3020000439,Al Maisarah Dialysis & Diabetes Tru,3000,30,Z01,1000,6,3000,Karachi,2022-11-02,1022-0028,2022-10-31,3000032567,2900018824,KHI
9200036967,3200,3020001572,Nova Diagnostica,3000,30,Z06,2000,5,2000,Sargodha,2022-11-02,NDK-0068,2022-10-24,3000032412,2900018744,FSD
9200036968,3200,3020001641,Profex-D,3000,30,Z07,2000,5,2000,Lahore,2022-11-02,079,2022-10-28,3000032538,,LHR
9200036973,3200,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-11-02,30092022,2022-09-30,3000031971,,RWP
9200036974,3200,3020001622,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2022-11-02,11901-04,2022-08-29,3000032558,2900018815,LHR
9200036975,3200,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2022-11-02,17345,2022-10-29,3000032549,,LHR
9200036976,3200,3020001622,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2022-11-02,SSTHL//6060,2022-10-26,3000032557,2900018813,LHR
9200036977,3200,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2022-11-02,17343,2022-10-20,3000032340,,LHR
9200036978,3300,3020001641,Profex-D,3000,30,Z07,2000,5,2000,Lahore,2022-11-02,079,2022-10-28,3000032538,,LHR
9200036980,3300,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-11-02,13102022,2022-10-13,3000032561,2900018817,RWP
9200036981,3300,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-11-02,30092022,2022-09-30,3300001031,,RWP
9200036983,3300,3020001669,Aria International Company,3000,30,Z10,3000,5,1000,Peshawar,2022-11-02,2630/AIC-10/22,2022-10-13,3000032574,2900018838,PWR
9200036991,3300,3020000978,I Labs Trade & Technologies,3000,30,Z01,1000,5,3000,Karachi,2022-11-02,670000030,2022-09-19,3000031717,2900018257,KHI
9200036997,3300,3020000842,Islamabad Diagnostic Centre (Pvt) L,3000,30,Z09,3000,10,1000,Islamabad,2022-11-03,20102022,2022-10-20,3300001062,,RWP
9200037000,3300,3020001716,M.A Enterprises,3000,30,Z01,1000,5,3000,Nawab Shah,2022-11-03,MA0050,2022-10-31,3000032540,2900018784,SKR
9200037001,3200,3020000022,Dr. Essa Laboratory & Diag Centre,3000,30,Z01,1000,10,3000,Karachi,2022-11-03,P-8128,2022-09-30,3000031940,2900018402,KHI
9200037002,3300,3020001083,Noor Surgical & Laboratories,3000,30,Z01,1000,5,3000,Quetta,2022-11-03,NL-03.11.2022,2022-11-03,3000032605,2900018858,QTA
9200037003,3300,3020001083,Noor Surgical & Laboratories,3000,30,Z01,1000,5,3000,Quetta,2022-11-03,NL-03.11.2022,2022-11-03,3300001083,,QTA
9200037004,3200,3020000494,Global Lab Solution,3000,30,Z05,5000,5,2000,Rahim Yar Khan,2022-11-03,GLS/108,2022-10-31,3000032568,,MLT
9200037005,3300,3020000439,Al Maisarah Dialysis & Diabetes Tru,3000,30,Z01,1000,6,3000,Karachi,2022-11-03,email approval attached,2022-11-03,3300001084,,KHI
9200037006,3300,3020000494,Global Lab Solution,3000,30,Z05,5000,5,2000,Rahim Yar Khan,2022-11-03,GLS/108,2022-10-31,3000032568,,MLT
9200037007,3300,3020001640,Knight's Int. Nest of Goods & Servi,3000,30,Z04,4000,5,3000,Quetta,2022-11-03,0026/OCTOBER/2022,2022-10-31,3000032551,2900018783,QTA
9200037009,3300,3020000556,New Khurram Traders,3000,30,Z02,1000,5,3000,Hyderabad,2022-11-03,Order#006,2022-10-31,3000032556,2900018804,HYD
9200037012,3300,3020001796,Pet Village Animal Hospital,3000,30,Z01,1000,6,3000,Karachi,2022-11-03,PV-10.08.2022,2022-08-10,3000030933,2900017768,KHI
9200037013,3300,3020000539,Goolbano & Dr Burjor Anklesaria Nur,3000,30,Z01,1000,6,3000,Karachi,2022-11-03,Anklesaria - 28.10.2022,2022-10-28,3000032531,2900018789,KHI
9200037017,3300,3020001796,Pet Village Animal Hospital,3000,30,Z01,1000,6,3000,Karachi,2022-11-03,PV-29.08.2022,2022-08-29,3000031356,2900018022,KHI
9200037021,3300,3020000455,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2022-11-03,CC/22/654,2022-11-02,3000032596,2900018844,KHI
9200037027,3200,3020000455,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2022-11-04,CC/22/654,2022-11-02,3000032596,2900018844,KHI
9200037028,3200,3020000556,New Khurram Traders,3000,30,Z02,1000,5,3000,Hyderabad,2022-11-04,Order#006,2022-10-31,3000032556,2900018804,HYD
9200037029,3200,3020001640,Knight's Int. Nest of Goods & Servi,3000,30,Z04,4000,5,3000,Quetta,2022-11-04,0026/OCTOBER/2022,2022-10-31,3000032551,2900018783,QTA
9200037030,3200,3020001345,Advance Scientific,3000,30,Z08,2000,5,2000,Gujranwala,2022-11-04,82,2022-11-03,3000032609,,GRW
9200037031,3200,3020001254,Spot Diagnostics,3000,30,Z08,2000,5,2000,Mandi Bahauddin,2022-11-04,02-OCT-22,2022-10-25,3000032431,,GRW
9200037032,3200,3020001773,Care Diagnostics International,3000,30,Z09,3000,5,1000,Swat,2022-11-04,CDI013,2022-10-11,3000032370,2900018700,PWR
9200037034,3300,3020000477,Aga Khan Hospital & Medical College,3000,30,Z01,1000,2,3000,Karachi,2022-11-04,FOC,2022-11-04,3300001086,,KHI
9200037043,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-11-04,1123,2022-11-04,3000032613,2900018865,KHI
9200037045,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-11-04,1122,2022-11-04,3000032622,2900018864,KHI
9200037047,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2022-11-04,0194-11,2022-11-04,3000032621,2900018860,KHI
9200037052,3300,3020000439,Al Maisarah Dialysis & Diabetes Tru,3000,30,Z01,1000,6,3000,Karachi,2022-11-07,FOC Approval attached,2022-11-05,3300001089,,KHI
9200037053,3200,3020000262,Chempure,3000,30,Z07,2000,5,2000,Lahore,2022-11-07,ACC/SS/10/S0,2022-10-25,3000032618,2900018872,LHR
9200037054,3200,3020001345,Advance Scientific,3000,30,Z08,2000,5,2000,Gujranwala,2022-11-07,82,2022-11-03,3000032609,,GRW
9200037055,3200,3020000936,Magma International,3000,30,Z09,3000,5,1000,Rawalpindi,2022-11-07,02-10/22,2022-10-24,3000032384,,RWP
9200037056,3200,3020000003,Hashir Enterprises,3000,30,Z09,3000,5,1000,Rawalpindi,2022-11-07,13102022,2022-10-13,3000032200,,RWP
9200037057,3200,3020001361,Amir Scientific Store,3000,30,Z05,5000,5,2000,Multan,2022-11-07,AMS-1577-22,2022-10-24,3000032381,,MLT
9200037059,3300,3020000439,Al Maisarah Dialysis & Diabetes Tru,3000,30,Z01,1000,6,3000,Karachi,2022-11-07,1022-0028,2022-10-31,3000032567,2900018824,KHI
